current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1626798071.6552548,logger/pilot-exp/1070464,0,x,0,1,14,0,PRESENTED,False,benevolence
1626798071.6950073,logger/pilot-exp/1070464,1,z,0,1,25,0,PRESENTED,False,benevolence
1626798082.4991283,logger/pilot-exp/1070464,0,x,0,1,14,0,ACCEPTED,False,benevolence
1626798082.5196788,logger/pilot-exp/1070464,1,z,0,1,25,0,DISCARDED,False,benevolence
1626798082.5197647,logger/pilot-exp/1070464,2,z,0,1,28,0,PRESENTED,False,benevolence
1626798125.1573327,logger/pilot-exp/1070464,0,x,78,1,14,1,DONE,True,benevolence
1626798125.1574578,logger/pilot-exp/1070464,3,x,78,1,31,0,PRESENTED,False,benevolence
1626798130.5972712,logger/pilot-exp/1070464,3,x,78,1,31,0,DISCARDED,False,benevolence
1626798130.5987973,logger/pilot-exp/1070464,4,x,78,1,22,0,PRESENTED,False,benevolence
1626798130.644577,logger/pilot-exp/1070464,2,z,78,1,28,0,ACCEPTED,False,benevolence
1626798209.8183937,logger/pilot-exp/1070464,2,z,233,1,28,1,DONE,True,benevolence
1626798209.8184962,logger/pilot-exp/1070464,5,z,233,1,14,0,PRESENTED,False,benevolence
1626798213.6800041,logger/pilot-exp/1070464,4,x,233,1,22,0,ACCEPTED,False,benevolence
1626798213.7014427,logger/pilot-exp/1070464,5,z,233,1,14,0,DISCARDED,False,benevolence
1626798213.7015202,logger/pilot-exp/1070464,6,z,233,1,23,0,PRESENTED,False,benevolence
1626798243.3380258,logger/pilot-exp/1070464,4,x,286,1,22,1,DONE,True,benevolence
1626798243.338148,logger/pilot-exp/1070464,7,x,286,1,13,0,PRESENTED,False,benevolence
1626798246.3994448,logger/pilot-exp/1070464,7,x,286,1,13,0,ACCEPTED,False,benevolence
1626798246.4201596,logger/pilot-exp/1070464,6,z,286,1,23,0,DISCARDED,False,benevolence
1626798246.4202309,logger/pilot-exp/1070464,8,z,286,1,21,0,PRESENTED,False,benevolence
1626798274.1735704,logger/pilot-exp/1070464,7,x,341,1,13,1,DONE,True,benevolence
1626798274.1736863,logger/pilot-exp/1070464,9,x,341,1,27,0,PRESENTED,False,benevolence
1626798276.1534638,logger/pilot-exp/1070464,9,x,341,1,27,0,DISCARDED,False,benevolence
1626798276.1535552,logger/pilot-exp/1070464,10,x,341,1,15,0,PRESENTED,False,benevolence
1626798276.1850424,logger/pilot-exp/1070464,8,z,341,1,21,0,ACCEPTED,False,benevolence
1626798300.824001,logger/pilot-exp/1070464,8,z,391,1,21,1,DONE,True,benevolence
1626798300.8241224,logger/pilot-exp/1070464,11,z,391,1,28,0,PRESENTED,False,benevolence
1626798303.2029376,logger/pilot-exp/1070464,10,x,391,1,15,0,ACCEPTED,False,benevolence
1626798303.2239592,logger/pilot-exp/1070464,11,z,391,1,28,0,DISCARDED,False,benevolence
1626798303.2240384,logger/pilot-exp/1070464,12,z,391,1,24,0,PRESENTED,False,benevolence
1626798332.40973,logger/pilot-exp/1070464,10,x,459,1,15,1,DONE,True,benevolence
1626798332.4098601,logger/pilot-exp/1070464,13,x,459,1,31,0,PRESENTED,False,benevolence
1626798334.633004,logger/pilot-exp/1070464,13,x,459,1,31,0,DISCARDED,False,benevolence
1626798334.6331003,logger/pilot-exp/1070464,14,x,459,1,10,0,PRESENTED,False,benevolence
1626798334.665693,logger/pilot-exp/1070464,12,z,459,1,24,0,ACCEPTED,False,benevolence
1626798357.322492,logger/pilot-exp/1070464,12,z,505,1,24,1,DONE,True,benevolence
1626798357.3226066,logger/pilot-exp/1070464,15,z,505,1,25,0,PRESENTED,False,benevolence
1626798361.2885585,logger/pilot-exp/1070464,14,x,505,1,10,0,ACCEPTED,False,benevolence
1626798361.311148,logger/pilot-exp/1070464,15,z,505,1,25,0,DISCARDED,False,benevolence
1626798361.3112235,logger/pilot-exp/1070464,16,z,505,1,25,0,PRESENTED,False,benevolence
1626798379.2539241,logger/pilot-exp/1070464,14,x,533,1,10,1,DONE,True,benevolence
1626798379.2540395,logger/pilot-exp/1070464,17,x,533,1,24,0,PRESENTED,False,benevolence
1626798382.4658887,logger/pilot-exp/1070464,17,x,533,1,24,0,ACCEPTED,False,benevolence
1626798382.505131,logger/pilot-exp/1070464,16,z,533,1,25,0,DISCARDED,False,benevolence
1626798382.5199065,logger/pilot-exp/1070464,18,z,533,1,21,0,PRESENTED,False,benevolence
1626798427.7521064,logger/pilot-exp/1070464,17,x,613,1,24,1,DONE,True,benevolence
1626798427.7522342,logger/pilot-exp/1070464,19,x,613,1,25,0,PRESENTED,False,benevolence
