current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1626269133.7089815,logger/541516,0,x,0,1,25,0,PRESENTED,False,ability
1626269133.7359912,logger/541516,1,z,0,2,43,0,PRESENTED,False,ability
1626269143.41535,logger/541516,0,x,4,1,25,0,ACCEPTED,False,ability
1626269143.457437,logger/541516,1,z,4,2,43,0,DISCARDED,False,ability
1626269143.4576156,logger/541516,2,z,4,2,32,0,PRESENTED,False,ability
1626269161.243444,logger/541516,0,x,45,1,25,1,DONE,True,ability
1626269161.2435362,logger/541516,3,x,45,4,80,0,PRESENTED,False,ability
1626269165.8053486,logger/541516,3,x,45,4,80,0,DISCARDED,False,ability
1626269165.805436,logger/541516,4,x,45,1,25,0,PRESENTED,False,ability
1626269165.8580167,logger/541516,2,z,45,2,32,0,ACCEPTED,False,ability
1626269215.4071853,logger/541516,2,z,121,2,32,1,DONE,False,ability
1626269215.4073792,logger/541516,5,z,121,2,29,0,PRESENTED,False,ability
1626269219.1877522,logger/541516,4,x,121,1,25,0,ACCEPTED,False,ability
1626269219.2159517,logger/541516,5,z,121,2,29,0,DISCARDED,False,ability
1626269219.2160165,logger/541516,6,z,121,1,16,0,PRESENTED,False,ability
1626269237.45912,logger/541516,4,x,167,1,25,1,GIVEUP,True,ability
1626269237.459209,logger/541516,7,x,167,3,57,0,PRESENTED,False,ability
