current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1627487273.5254064,logger/exp-exp/1759653,0,x,0,1,26,0,PRESENTED,False,ability
1627487273.5508997,logger/exp-exp/1759653,1,z,0,1,16,0,PRESENTED,False,ability
1627487279.6735008,logger/exp-exp/1759653,0,x,0,1,26,0,ACCEPTED,False,ability
1627487279.694127,logger/exp-exp/1759653,1,z,0,1,16,0,DISCARDED,False,ability
1627487279.6941907,logger/exp-exp/1759653,2,z,0,1,24,0,PRESENTED,False,ability
1627487430.3710945,logger/exp-exp/1759653,0,x,75,1,26,1,DONE,True,ability
1627487430.371199,logger/exp-exp/1759653,3,x,75,1,21,0,PRESENTED,False,ability
1627487451.3300245,logger/exp-exp/1759653,3,x,76,1,21,0,DISCARDED,False,ability
1627487451.3301313,logger/exp-exp/1759653,4,x,76,1,29,0,PRESENTED,False,ability
1627487451.3607216,logger/exp-exp/1759653,2,z,76,1,24,0,ACCEPTED,False,ability
1627487505.44232,logger/exp-exp/1759653,2,z,119,1,24,1,DONE,True,ability
1627487505.4424224,logger/exp-exp/1759653,5,z,119,1,31,0,PRESENTED,False,ability
1627487525.7848597,logger/exp-exp/1759653,4,x,120,1,29,0,ACCEPTED,False,ability
1627487525.8067248,logger/exp-exp/1759653,5,z,120,1,31,0,DISCARDED,False,ability
1627487525.8068554,logger/exp-exp/1759653,6,z,120,1,27,0,PRESENTED,False,ability
1627487600.6253932,logger/exp-exp/1759653,4,x,187,1,29,1,DONE,True,ability
1627487600.625491,logger/exp-exp/1759653,7,x,187,1,17,0,PRESENTED,False,ability
1627487609.8171945,logger/exp-exp/1759653,7,x,188,1,17,0,ACCEPTED,False,ability
1627487609.8388388,logger/exp-exp/1759653,6,z,188,1,27,0,DISCARDED,False,ability
1627487609.8389084,logger/exp-exp/1759653,8,z,188,1,23,0,PRESENTED,False,ability
1627487639.37256,logger/exp-exp/1759653,7,x,209,1,17,1,DONE,True,ability
1627487639.3726566,logger/exp-exp/1759653,9,x,209,1,30,0,PRESENTED,False,ability
1627487670.9990625,logger/exp-exp/1759653,9,x,211,1,30,0,DISCARDED,False,ability
1627487670.9991577,logger/exp-exp/1759653,10,x,211,1,21,0,PRESENTED,False,ability
1627487671.0289247,logger/exp-exp/1759653,8,z,211,1,23,0,ACCEPTED,False,ability
1627487720.8005319,logger/exp-exp/1759653,8,z,252,1,23,1,DONE,True,ability
1627487720.8006315,logger/exp-exp/1759653,11,z,252,1,24,0,PRESENTED,False,ability
1627487726.729803,logger/exp-exp/1759653,10,x,252,1,21,0,ACCEPTED,False,ability
1627487726.7505062,logger/exp-exp/1759653,11,z,252,1,24,0,DISCARDED,False,ability
1627487726.750569,logger/exp-exp/1759653,12,z,252,1,16,0,PRESENTED,False,ability
1627487780.0821116,logger/exp-exp/1759653,10,x,298,1,21,1,DONE,True,ability
1627487780.0822134,logger/exp-exp/1759653,13,x,298,1,19,0,PRESENTED,False,ability
1627487792.911024,logger/exp-exp/1759653,13,x,299,1,19,0,DISCARDED,False,ability
1627487792.9113624,logger/exp-exp/1759653,14,x,299,1,18,0,PRESENTED,False,ability
1627487792.9456184,logger/exp-exp/1759653,12,z,299,1,16,0,ACCEPTED,False,ability
1627487826.0727398,logger/exp-exp/1759653,12,z,336,1,16,0,DONE,False,ability
1627487826.072855,logger/exp-exp/1759653,15,z,336,1,30,0,PRESENTED,False,ability
1627487840.5034857,logger/exp-exp/1759653,14,x,338,1,18,0,ACCEPTED,False,ability
1627487840.5248425,logger/exp-exp/1759653,15,z,338,1,30,0,DISCARDED,False,ability
1627487840.5249195,logger/exp-exp/1759653,16,z,338,1,21,0,PRESENTED,False,ability
1627487873.8864915,logger/exp-exp/1759653,14,x,369,1,18,1,DONE,True,ability
1627487873.8866262,logger/exp-exp/1759653,17,x,369,1,22,0,PRESENTED,False,ability
