current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1627481343.3745265,logger/exp-exp/1753737,0,x,0,1,33,0,PRESENTED,False,benevolence
1627481343.4002569,logger/exp-exp/1753737,1,z,0,1,35,0,PRESENTED,False,benevolence
1627481365.7311642,logger/exp-exp/1753737,0,x,0,1,33,0,ACCEPTED,False,benevolence
1627481365.8009913,logger/exp-exp/1753737,1,z,0,1,35,0,DISCARDED,False,benevolence
1627481365.8010845,logger/exp-exp/1753737,2,z,0,1,19,0,PRESENTED,False,benevolence
1627481444.180587,logger/exp-exp/1753737,0,x,80,1,33,1,DONE,True,benevolence
1627481444.1807106,logger/exp-exp/1753737,3,x,80,1,35,0,PRESENTED,False,benevolence
1627481452.974708,logger/exp-exp/1753737,3,x,80,1,35,0,ACCEPTED,False,benevolence
1627481452.9966185,logger/exp-exp/1753737,2,z,80,1,19,0,DISCARDED,False,benevolence
1627481452.9966965,logger/exp-exp/1753737,4,z,80,1,27,0,PRESENTED,False,benevolence
1627481507.8369398,logger/exp-exp/1753737,3,x,155,1,35,1,DONE,True,benevolence
1627481507.8370621,logger/exp-exp/1753737,5,x,155,1,15,0,PRESENTED,False,benevolence
1627481517.4123096,logger/exp-exp/1753737,5,x,158,1,15,0,DISCARDED,False,benevolence
1627481517.4124002,logger/exp-exp/1753737,6,x,158,1,18,0,PRESENTED,False,benevolence
1627481517.4434114,logger/exp-exp/1753737,4,z,158,1,27,0,ACCEPTED,False,benevolence
1627481592.568046,logger/exp-exp/1753737,4,z,221,1,27,1,DONE,True,benevolence
1627481592.5681446,logger/exp-exp/1753737,7,z,221,1,14,0,PRESENTED,False,benevolence
1627481606.9488628,logger/exp-exp/1753737,6,x,229,1,18,0,ACCEPTED,False,benevolence
1627481606.9696875,logger/exp-exp/1753737,7,z,229,1,14,0,DISCARDED,False,benevolence
1627481606.969758,logger/exp-exp/1753737,8,z,229,1,31,0,PRESENTED,False,benevolence
1627481716.982552,logger/exp-exp/1753737,6,x,368,1,18,1,DONE,True,benevolence
1627481716.9826827,logger/exp-exp/1753737,9,x,368,1,35,0,PRESENTED,False,benevolence
1627481732.235278,logger/exp-exp/1753737,9,x,375,1,35,0,ACCEPTED,False,benevolence
1627481732.257754,logger/exp-exp/1753737,8,z,375,1,31,0,DISCARDED,False,benevolence
1627481732.2578268,logger/exp-exp/1753737,10,z,375,1,21,0,PRESENTED,False,benevolence
1627481916.6135695,logger/exp-exp/1753737,9,x,606,1,35,1,DONE,True,benevolence
1627481916.613703,logger/exp-exp/1753737,11,x,606,1,18,0,PRESENTED,False,benevolence
1627481938.93414,logger/exp-exp/1753737,11,x,622,1,18,0,ACCEPTED,False,benevolence
1627481938.9549708,logger/exp-exp/1753737,10,z,622,1,21,0,DISCARDED,False,benevolence
1627481938.95508,logger/exp-exp/1753737,12,z,622,1,28,0,PRESENTED,False,benevolence
