current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1627899135.4702125,logger/exp-exp/2171525,0,x,0,1,18,0,PRESENTED,False,normal
1627899135.4908047,logger/exp-exp/2171525,1,z,0,1,32,0,PRESENTED,False,normal
1627899152.4732728,logger/exp-exp/2171525,0,x,34,1,18,0,DISCARDED,False,normal
1627899152.4733446,logger/exp-exp/2171525,2,x,34,1,29,0,PRESENTED,False,normal
1627899152.4950414,logger/exp-exp/2171525,1,z,34,1,32,0,ACCEPTED,False,normal
1627899192.497882,logger/exp-exp/2171525,1,z,129,1,32,1,DONE,True,normal
1627899192.4979975,logger/exp-exp/2171525,3,z,129,1,20,0,PRESENTED,False,normal
1627899218.39956,logger/exp-exp/2171525,2,x,201,1,29,0,ACCEPTED,False,normal
1627899218.4165096,logger/exp-exp/2171525,3,z,201,1,20,0,DISCARDED,False,normal
1627899218.4165807,logger/exp-exp/2171525,4,z,201,1,28,0,PRESENTED,False,normal
1627899233.6343966,logger/exp-exp/2171525,2,x,232,1,29,1,DONE,True,normal
1627899233.6344793,logger/exp-exp/2171525,5,x,232,1,28,0,PRESENTED,False,normal
1627899255.3707561,logger/exp-exp/2171525,5,x,276,1,28,0,ACCEPTED,False,normal
1627899255.3883035,logger/exp-exp/2171525,4,z,276,1,28,0,DISCARDED,False,normal
1627899255.388373,logger/exp-exp/2171525,6,z,276,1,32,0,PRESENTED,False,normal
1627899269.653093,logger/exp-exp/2171525,5,x,308,1,28,1,DONE,True,normal
1627899269.653199,logger/exp-exp/2171525,7,x,308,1,14,0,PRESENTED,False,normal
1627899409.3590112,logger/exp-exp/2171525,7,x,366,1,14,0,DISCARDED,False,normal
1627899409.359091,logger/exp-exp/2171525,8,x,366,1,16,0,PRESENTED,False,normal
1627899409.3830338,logger/exp-exp/2171525,6,z,366,1,32,0,ACCEPTED,False,normal
1627899428.754746,logger/exp-exp/2171525,6,z,392,1,32,1,DONE,True,normal
1627899428.754818,logger/exp-exp/2171525,9,z,392,1,22,0,PRESENTED,False,normal
1627899452.8261306,logger/exp-exp/2171525,8,x,448,1,16,0,DISCARDED,False,normal
1627899452.8262095,logger/exp-exp/2171525,10,x,448,1,23,0,PRESENTED,False,normal
1627899452.8492744,logger/exp-exp/2171525,9,z,448,1,22,0,ACCEPTED,False,normal
1627899463.2387295,logger/exp-exp/2171525,9,z,466,1,22,1,DONE,True,normal
1627899463.2388167,logger/exp-exp/2171525,11,z,466,1,26,0,PRESENTED,False,normal
1627899485.5684292,logger/exp-exp/2171525,10,x,510,1,23,0,DISCARDED,False,normal
1627899485.568505,logger/exp-exp/2171525,12,x,510,1,16,0,PRESENTED,False,normal
1627899485.5914576,logger/exp-exp/2171525,11,z,510,1,26,0,ACCEPTED,False,normal
1627899503.422806,logger/exp-exp/2171525,11,z,540,1,26,1,DONE,True,normal
1627899503.4228761,logger/exp-exp/2171525,13,z,540,1,21,0,PRESENTED,False,normal
1627899516.9651618,logger/exp-exp/2171525,12,x,565,1,16,0,ACCEPTED,False,normal
1627899516.982715,logger/exp-exp/2171525,13,z,565,1,21,0,DISCARDED,False,normal
1627899516.9827847,logger/exp-exp/2171525,14,z,565,1,33,0,PRESENTED,False,normal
1627899526.814852,logger/exp-exp/2171525,12,x,583,1,16,1,DONE,True,normal
