current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1627542313.2371979,logger/exp-trial/1814662,0,x,0,1,23,0,PRESENTED,False,benevolence
1627542313.2561097,logger/exp-trial/1814662,1,z,0,1,27,0,PRESENTED,False,benevolence
1627542645.0968847,logger/exp-trial/1814662,0,x,131,1,23,0,ACCEPTED,False,benevolence
1627542645.1147466,logger/exp-trial/1814662,1,z,131,1,27,0,DISCARDED,False,benevolence
1627542645.114825,logger/exp-trial/1814662,2,z,131,1,34,0,PRESENTED,False,benevolence
1627542775.42765,logger/exp-trial/1814662,0,x,275,1,23,1,DONE,True,benevolence
1627542775.427868,logger/exp-trial/1814662,3,x,275,1,29,0,PRESENTED,False,benevolence
1627542791.93711,logger/exp-trial/1814662,3,x,278,1,29,0,DISCARDED,False,benevolence
1627542791.9372594,logger/exp-trial/1814662,4,x,278,1,20,0,PRESENTED,False,benevolence
1627542791.9595082,logger/exp-trial/1814662,2,z,278,1,34,0,ACCEPTED,False,benevolence
