current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1626267878.1985035,logger/540082,0,x,0,2,26,0,PRESENTED,False,normal
1626267878.264733,logger/540082,1,z,0,3,60,0,PRESENTED,False,normal
1626267919.1670313,logger/540082,0,x,11,2,26,0,ACCEPTED,False,normal
1626267919.1981854,logger/540082,1,z,11,3,60,0,DISCARDED,False,normal
1626267919.1982684,logger/540082,2,z,11,3,52,0,PRESENTED,False,normal
1626268043.5862014,logger/540082,0,x,191,2,26,2,DONE,True,normal
1626268043.586309,logger/540082,3,x,191,3,68,0,PRESENTED,False,normal
1626268083.5211375,logger/540082,3,x,233,3,68,0,ACCEPTED,False,normal
1626268083.615337,logger/540082,2,z,233,3,52,0,DISCARDED,False,normal
1626268083.6154237,logger/540082,4,z,233,1,22,0,PRESENTED,False,normal
1626268211.6318643,logger/540082,3,x,496,3,68,3,DONE,True,normal
1626268211.6319585,logger/540082,5,x,496,3,61,0,PRESENTED,False,normal
1626268225.4310088,logger/540082,5,x,509,3,61,0,DISCARDED,False,normal
1626268225.4310956,logger/540082,6,x,509,3,81,0,PRESENTED,False,normal
1626268225.46351,logger/540082,4,z,509,1,22,0,ACCEPTED,False,normal
1626268248.897905,logger/540082,4,z,546,1,22,1,DONE,True,normal
1626268248.8979974,logger/540082,7,z,546,1,19,0,PRESENTED,False,normal
1626268261.9205542,logger/540082,6,x,568,3,81,0,DISCARDED,False,normal
1626268261.920643,logger/540082,8,x,568,1,27,0,PRESENTED,False,normal
1626268261.9535906,logger/540082,7,z,568,1,19,0,ACCEPTED,False,normal
1626268285.1876519,logger/540082,7,z,612,1,19,1,DONE,True,normal
1626268285.2007906,logger/540082,9,z,612,1,20,0,PRESENTED,False,normal
