current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1626704703.6784408,logger/977077,0,x,0,1,25,0,PRESENTED,False,trial
1626704703.7083602,logger/977077,1,z,0,1,21,0,PRESENTED,False,trial
1626704711.7483864,logger/977077,0,x,0,1,25,0,ACCEPTED,False,trial
1626704711.7672274,logger/977077,1,z,0,1,21,0,DISCARDED,False,trial
1626704711.7772322,logger/977077,2,z,0,1,30,0,PRESENTED,False,trial
1626704716.1810446,logger/977077,0,x,0,1,25,0,DONE,False,trial
1626704716.1820421,logger/977077,3,x,0,1,26,0,PRESENTED,False,trial
1626704720.32483,logger/977077,3,x,0,1,26,0,DISCARDED,False,trial
1626704720.32483,logger/977077,4,x,0,1,30,0,PRESENTED,False,trial
1626704720.3510313,logger/977077,2,z,0,1,30,0,ACCEPTED,False,trial
1626704722.4456594,logger/977077,2,z,0,1,30,0,GIVEUP,False,trial
1626704722.4456594,logger/977077,5,z,0,1,15,0,PRESENTED,False,trial
1626704731.5565777,logger/977077,4,x,0,1,30,0,ACCEPTED,False,trial
1626704731.5834978,logger/977077,5,z,0,1,15,0,DISCARDED,False,trial
1626704731.5834978,logger/977077,6,z,0,1,29,0,PRESENTED,False,trial
1626704761.5709348,logger/977077,4,x,59,1,30,1,DONE,True,trial
1626704761.5709348,logger/977077,7,x,59,1,23,0,PRESENTED,False,trial
