current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1626880294.1357908,logger/pilot-exp/1152679,0,x,0,1,12,0,PRESENTED,False,normal
1626880294.1608477,logger/pilot-exp/1152679,1,z,0,1,19,0,PRESENTED,False,normal
1626880302.6545315,logger/pilot-exp/1152679,0,x,0,1,12,0,ACCEPTED,False,normal
1626880302.6749408,logger/pilot-exp/1152679,1,z,0,1,19,0,DISCARDED,False,normal
1626880302.675005,logger/pilot-exp/1152679,2,z,0,1,23,0,PRESENTED,False,normal
1626880329.9803405,logger/pilot-exp/1152679,0,x,28,1,12,1,DONE,True,normal
1626880329.9805377,logger/pilot-exp/1152679,3,x,28,1,19,0,PRESENTED,False,normal
1626880341.359588,logger/pilot-exp/1152679,3,x,30,1,19,0,DISCARDED,False,normal
1626880341.3596797,logger/pilot-exp/1152679,4,x,30,1,21,0,PRESENTED,False,normal
1626880341.3895023,logger/pilot-exp/1152679,2,z,30,1,23,0,ACCEPTED,False,normal
1626880509.0414758,logger/pilot-exp/1152679,2,z,255,1,23,0,GIVEUP,False,normal
1626880509.0415852,logger/pilot-exp/1152679,5,z,255,1,28,0,PRESENTED,False,normal
1626880520.8666942,logger/pilot-exp/1152679,4,x,270,1,21,0,ACCEPTED,False,normal
1626880520.887476,logger/pilot-exp/1152679,5,z,270,1,28,0,DISCARDED,False,normal
1626880520.8875406,logger/pilot-exp/1152679,6,z,270,1,23,0,PRESENTED,False,normal
1626880558.3459482,logger/pilot-exp/1152679,4,x,316,1,21,1,DONE,True,normal
1626880558.3460498,logger/pilot-exp/1152679,7,x,316,1,24,0,PRESENTED,False,normal
1626880565.266839,logger/pilot-exp/1152679,7,x,318,1,24,0,DISCARDED,False,normal
1626880565.2669394,logger/pilot-exp/1152679,8,x,318,1,23,0,PRESENTED,False,normal
1626880565.3113985,logger/pilot-exp/1152679,6,z,318,1,23,0,ACCEPTED,False,normal
1626880659.440606,logger/pilot-exp/1152679,6,z,412,1,23,1,DONE,True,normal
1626880659.4407265,logger/pilot-exp/1152679,9,z,412,1,23,0,PRESENTED,False,normal
1626880686.5667412,logger/pilot-exp/1152679,8,x,423,1,23,0,DISCARDED,False,normal
1626880686.5668378,logger/pilot-exp/1152679,10,x,423,1,20,0,PRESENTED,False,normal
1626880686.5978518,logger/pilot-exp/1152679,9,z,423,1,23,0,ACCEPTED,False,normal
1626880714.8160243,logger/pilot-exp/1152679,9,z,460,1,23,1,DONE,True,normal
1626880714.8161407,logger/pilot-exp/1152679,11,z,460,1,25,0,PRESENTED,False,normal
1626880724.9981978,logger/pilot-exp/1152679,10,x,466,1,20,0,DISCARDED,False,normal
1626880724.9982934,logger/pilot-exp/1152679,12,x,466,1,27,0,PRESENTED,False,normal
1626880725.028758,logger/pilot-exp/1152679,11,z,466,1,25,0,ACCEPTED,False,normal
1626880759.930724,logger/pilot-exp/1152679,11,z,520,1,25,1,DONE,True,normal
1626880759.9308264,logger/pilot-exp/1152679,13,z,520,1,20,0,PRESENTED,False,normal
1626880779.4484427,logger/pilot-exp/1152679,12,x,523,1,27,0,ACCEPTED,False,normal
1626880779.5440106,logger/pilot-exp/1152679,13,z,523,1,20,0,DISCARDED,False,normal
1626880779.5588472,logger/pilot-exp/1152679,14,z,523,1,14,0,PRESENTED,False,normal
1626880849.2846482,logger/pilot-exp/1152679,12,x,647,1,27,0,GIVEUP,False,normal
1626880849.28475,logger/pilot-exp/1152679,15,x,647,1,12,0,PRESENTED,False,normal
1626880858.1809378,logger/pilot-exp/1152679,15,x,667,1,12,0,DISCARDED,False,normal
1626880858.1818347,logger/pilot-exp/1152679,16,x,667,1,11,0,PRESENTED,False,normal
1626880858.2115054,logger/pilot-exp/1152679,14,z,667,1,14,0,ACCEPTED,False,normal
1626880894.4801314,logger/pilot-exp/1152679,14,z,726,1,14,1,DONE,True,normal
1626880894.4802372,logger/pilot-exp/1152679,17,z,726,1,24,0,PRESENTED,False,normal
