current_time,folder_name,task_id,agent,nr_moves,nr_products,difficulty_heuristic,nr_completed_prod,status,is_success,mode
1626686628.0475857,logger/959018,0,x,0,1,23,0,PRESENTED,False,trial
1626686628.0724888,logger/959018,1,z,0,1,24,0,PRESENTED,False,trial
1626686643.1842856,logger/959018,0,x,0,1,23,0,ACCEPTED,False,trial
1626686643.2082129,logger/959018,1,z,0,1,24,0,DISCARDED,False,trial
1626686643.2091792,logger/959018,2,z,0,1,29,0,PRESENTED,False,trial
1626686673.295279,logger/959018,0,x,49,1,23,1,DONE,True,trial
1626686673.29625,logger/959018,3,x,49,1,27,0,PRESENTED,False,trial
1626686693.1141188,logger/959018,3,x,51,1,27,0,ACCEPTED,False,trial
1626686693.184926,logger/959018,2,z,51,1,29,0,DISCARDED,False,trial
1626686693.1888833,logger/959018,4,z,51,1,29,0,PRESENTED,False,trial
1626686761.5916903,logger/959018,3,x,158,1,27,1,DONE,True,trial
1626686761.592689,logger/959018,5,x,158,1,17,0,PRESENTED,False,trial
1626686764.6809318,logger/959018,5,x,158,1,17,0,DISCARDED,False,trial
1626686764.681897,logger/959018,6,x,158,1,24,0,PRESENTED,False,trial
1626686764.7068288,logger/959018,4,z,158,1,29,0,ACCEPTED,False,trial
1626686807.7458868,logger/959018,4,z,229,1,29,1,DONE,True,trial
1626686807.7458868,logger/959018,7,z,229,1,23,0,PRESENTED,False,trial
1626686818.520551,logger/959018,6,x,236,1,24,0,DISCARDED,False,trial
1626686818.5215635,logger/959018,8,x,236,1,21,0,PRESENTED,False,trial
1626686818.549506,logger/959018,7,z,236,1,23,0,ACCEPTED,False,trial
1626686848.2122345,logger/959018,7,z,280,1,23,0,GIVEUP,False,trial
1626686848.2261739,logger/959018,9,z,280,1,13,0,PRESENTED,False,trial
1626686850.0468931,logger/959018,8,x,280,1,21,0,ACCEPTED,False,trial
1626686850.0658414,logger/959018,9,z,280,1,13,0,DISCARDED,False,trial
1626686850.0658414,logger/959018,10,z,280,1,13,0,PRESENTED,False,trial
1626686867.52872,logger/959018,8,x,304,1,21,1,DONE,True,trial
1626686867.5297174,logger/959018,11,x,304,1,29,0,PRESENTED,False,trial
1626686873.3360682,logger/959018,11,x,304,1,29,0,ACCEPTED,False,trial
1626686873.3679945,logger/959018,10,z,304,1,13,0,DISCARDED,False,trial
1626686873.3679945,logger/959018,12,z,304,1,22,0,PRESENTED,False,trial
1626686905.571987,logger/959018,11,x,354,1,29,1,DONE,True,trial
1626686905.571987,logger/959018,13,x,354,1,24,0,PRESENTED,False,trial
1626686911.938862,logger/959018,13,x,355,1,24,0,ACCEPTED,False,trial
1626686911.9588416,logger/959018,12,z,355,1,22,0,DISCARDED,False,trial
1626686911.9588416,logger/959018,14,z,355,1,13,0,PRESENTED,False,trial
1626686949.3522668,logger/959018,13,x,416,1,24,1,DONE,True,trial
1626686949.3522668,logger/959018,15,x,416,1,22,0,PRESENTED,False,trial
1626686958.8288074,logger/959018,15,x,420,1,22,0,ACCEPTED,False,trial
1626686958.8886428,logger/959018,14,z,420,1,13,0,DISCARDED,False,trial
1626686958.8886428,logger/959018,16,z,420,1,27,0,PRESENTED,False,trial
1626686974.8747327,logger/959018,15,x,454,1,22,1,DONE,True,trial
1626686974.8757343,logger/959018,17,x,454,1,13,0,PRESENTED,False,trial
1626686979.7405918,logger/959018,17,x,455,1,13,0,ACCEPTED,False,trial
1626686979.76948,logger/959018,16,z,455,1,27,0,DISCARDED,False,trial
1626686979.7704778,logger/959018,18,z,455,1,24,0,PRESENTED,False,trial
1626686985.1903057,logger/959018,17,x,460,1,13,0,GIVEUP,False,trial
1626686985.1912727,logger/959018,19,x,460,1,23,0,PRESENTED,False,trial
1626686986.5187767,logger/959018,19,x,460,1,23,0,DISCARDED,False,trial
1626686986.5187767,logger/959018,20,x,460,1,31,0,PRESENTED,False,trial
1626686986.5506983,logger/959018,18,z,460,1,24,0,ACCEPTED,False,trial
1626687023.1270268,logger/959018,18,z,538,1,24,0,DONE,False,trial
1626687023.1280305,logger/959018,21,z,538,1,32,0,PRESENTED,False,trial
1626687080.4680793,logger/959018,20,x,614,1,31,0,DISCARDED,False,trial
1626687080.4690764,logger/959018,22,x,614,1,31,0,PRESENTED,False,trial
1626687080.4970021,logger/959018,21,z,614,1,32,1,ACCEPTED,True,trial
1626687118.0466406,logger/959018,21,z,690,1,32,1,DONE,True,trial
1626687118.0466406,logger/959018,23,z,690,1,28,0,PRESENTED,False,trial
1626687127.338949,logger/959018,22,x,694,1,31,0,DISCARDED,False,trial
1626687127.338949,logger/959018,24,x,694,1,22,0,PRESENTED,False,trial
1626687127.3838282,logger/959018,23,z,694,1,28,0,ACCEPTED,False,trial
1626687181.3597562,logger/959018,23,z,790,1,28,1,DONE,True,trial
1626687181.3607614,logger/959018,25,z,790,1,18,0,PRESENTED,False,trial
1626687191.153312,logger/959018,24,x,797,1,22,0,ACCEPTED,False,trial
1626687191.1812546,logger/959018,25,z,797,1,18,0,DISCARDED,False,trial
1626687191.1962075,logger/959018,26,z,797,1,27,0,PRESENTED,False,trial
1626687216.7002623,logger/959018,24,x,834,1,22,1,DONE,True,trial
1626687216.7012646,logger/959018,27,x,834,1,24,0,PRESENTED,False,trial
